desc,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.85,0.9,0.95,0.975,0.99,bestThr,Prec,Rec,F1,Runtime
StdBlock String-LogReg,0.8579710144927536, 0.8629737609329446, 0.8629737609329446, 0.8596491228070176, 0.8596491228070176, 0.8563049853372434, 0.835820895522388, 0.8217522658610272, 0.8123076923076923, 0.7248322147651006, 0.6618181818181819, 0.5900383141762453, 0.0,0.3,0.9308,0.8043,0.863,11:02
StdBlock String-Tree,0.8629737609329446, 0.8698224852071006, 0.8698224852071006, 0.8698224852071006, 0.8698224852071006, 0.8698224852071006, 0.8698224852071006, 0.8698224852071006, 0.8698224852071006, 0.6901408450704226, 0.6901408450704226, 0.6901408450704226, 0.6901408450704226,0.85,0.9545,0.7989,0.8698,12:30
