desc;0.1;0.2;0.3;0.4;0.5;0.6;0.7;0.8;0.85;0.9;0.95;0.975;0.99;bestThr;Prec;Rec;F1;Runtime
StdBlock String-LogReg;0.893371757925072; 0.893371757925072; 0.893371757925072; 0.893371757925072; 0.8862973760932946; 0.8776119402985074; 0.8640483383685801; 0.8492307692307693; 0.8348909657320872; 0.8126984126984127; 0.7132867132867133; 0.6470588235294118; 0.4666666666666667;0.1;0.9509;0.8424;0.8934;0:25:11
StdBlock String-Tree;0.8849557522123894; 0.8849557522123894; 0.8648648648648649; 0.8648648648648649; 0.8648648648648649; 0.8648648648648649; 0.8648648648648649; 0.8614457831325302; 0.845679012345679; 0.845679012345679; 0.845679012345679; 0.7843137254901961; 0.7843137254901961;0.2;0.9677;0.8152;0.885;0:25:11
StdBlock TitAut-LogReg;0.9546666666666667; 0.9546666666666667; 0.9572192513368984; 0.9572192513368984; 0.9513513513513514; 0.9415041782729805; 0.9295774647887324; 0.9132947976878614; 0.8908554572271387; 0.8708708708708708; 0.7666666666666666;;;0.4;0.9421;0.9728;0.9572;02:42:41
StdBlock TitAut-LogReg-neuerGS;,0.920863309352518, 0.9230769230769231, 0.9230769230769231, 0.9223300970873787, 0.9234567901234567, 0.9149999999999999, 0.9035532994923857,, 0.8502673796791443,,,,0.6,0.9590,0.8905,0.9235,02:11:41;;;;;;;;;;;;;;;;;
