"Amazon_16588","Goodreads_books_19739","0.9066790094947795"
"Amazon_10283","Goodreads_books_31568","0.8658046960888733"
"Amazon_17793","Goodreads_books_31351","0.9557858212666599"
"Amazon_21163","Goodreads_books_30508","0.9557858212666599"
"Amazon_10709","Goodreads_books_35106","0.9249549860768066"
"Amazon_10506","Goodreads_books_3967","0.8963804632579867"
"Amazon_13215","Goodreads_books_36261","0.9557858212666599"
"Amazon_4512","Goodreads_books_10519","0.8868748025969995"
"Amazon_15337","Goodreads_books_31222","0.9557858212666599"
"Amazon_10575","Goodreads_books_18741","0.8883696837416203"
"Amazon_15175","Goodreads_books_14455","0.9206364061462073"
"Amazon_732","Goodreads_books_33035","0.908328790919825"
"Amazon_5095","Goodreads_books_30448","0.8950305317303898"
"Amazon_12843","Goodreads_books_6226","0.9557858212666599"
"Amazon_3123","Goodreads_books_2770","0.9557858212666599"
"Amazon_5249","Goodreads_books_32524","0.8661719536441631"
"Amazon_4403","Goodreads_books_14701","0.8755478480439415"
"Amazon_2825","Goodreads_books_38408","0.8971721491959596"
"Amazon_17326","Goodreads_books_32106","0.9557858212666599"
"Amazon_10195","Goodreads_books_28886","0.7067568944031551"
"Amazon_10187","Goodreads_books_29583","0.9531947927412885"
"Amazon_10283","Goodreads_books_37607","0.8187472736874549"
"Amazon_10855","Goodreads_books_18892","0.9050044208863773"
"Amazon_19903","Goodreads_books_6315","0.8623503574567025"
"Amazon_7082","Goodreads_books_31043","0.9557858212666599"
"Amazon_10521","Goodreads_books_25025","0.913025836458451"
"Amazon_14703","Goodreads_books_29660","0.7933998629028477"
"Amazon_4443","Goodreads_books_30394","0.8556150570728354"
"Amazon_10343","Goodreads_books_9531","0.845370315169845"
"Amazon_4379","Goodreads_books_21136","0.9557858212666599"
"Amazon_9200","Goodreads_books_21352","0.9557858212666599"
"Amazon_10334","Goodreads_books_1086","0.9271289351443274"
"Amazon_11552","Goodreads_books_1962","0.9557858212666599"
"Amazon_10869","Goodreads_books_23340","0.940969333591993"
"Amazon_10735","Goodreads_books_23931","0.9157351820857518"
"Amazon_10204","Goodreads_books_9531","0.8248626629295929"
"Amazon_10721","Goodreads_books_19663","0.8944431842493437"
"Amazon_10503","Goodreads_books_23742","0.9135627240115459"
"Amazon_5926","Goodreads_books_26407","0.8827140436550384"
"Amazon_21154","Goodreads_books_36758","0.8430110105952962"
"Amazon_17587","Goodreads_books_25781","0.7402900492505863"
"Amazon_10827","Goodreads_books_33297","0.9113141981588557"
"Amazon_10387","Goodreads_books_5916","0.8426190926527438"
"Amazon_15141","Goodreads_books_12993","0.9557858212666599"
"Amazon_7032","Goodreads_books_30472","0.9557858212666599"
"Amazon_17551","Goodreads_books_1894","0.9557858212666599"
"Amazon_10223","Goodreads_books_13859","0.8028729054856939"
"Amazon_561","Goodreads_books_38583","0.8446483708272938"
"Amazon_1047","Goodreads_books_30820","0.9557858212666599"
"Amazon_10544","Goodreads_books_3663","0.9054860504536291"
"Amazon_8542","Goodreads_books_15366","0.9557858212666599"
"Amazon_17147","Goodreads_books_33766","0.9557858212666599"
"Amazon_17036","Goodreads_books_36615","0.904077219073703"
"Amazon_13588","Goodreads_books_22165","0.8895672583432981"
"Amazon_11337","Goodreads_books_23055","0.8890080619909041"
"Amazon_5086","Goodreads_books_34743","0.9546695186465175"
"Amazon_17895","Goodreads_books_30706","0.9157219130991554"
"Amazon_3750","Goodreads_books_31967","0.8765080045536292"
"Amazon_15245","Goodreads_books_281","0.839682660293567"
"Amazon_6046","Goodreads_books_15981","0.918737615476268"
"Amazon_1193","Goodreads_books_38000","0.8886775337015299"
"Amazon_4586","Goodreads_books_3577","0.9557858212666599"
"Amazon_17072","Goodreads_books_10565","0.8252257291498485"
"Amazon_18041","Goodreads_books_30464","0.8723825413185077"
"Amazon_4435","Goodreads_books_5634","0.8223779682491594"
"Amazon_18261","Goodreads_books_22280","0.7856068646035459"
"Amazon_20970","Goodreads_books_35459","0.9101226763195936"
"Amazon_10837","Goodreads_books_21413","0.8927051720888959"
